Country,Date,Deaths,Confirmed,Recovered
CostaRica,03-14-2020,0,26,0
Cyprus,03-14-2020,0,26,0
Latvia,03-14-2020,0,26,1
Mexico,03-14-2020,0,26,4
Colombia,03-14-2020,0,22,0
Oman,03-14-2020,0,19,9
Armenia,03-14-2020,0,18,0
BosniaandHerzegovina,03-14-2020,0,18,0
Malta,03-14-2020,0,18,1
Tunisia,03-14-2020,0,18,0
Morocco,03-14-2020,1,17,1
Azerbaijan,03-14-2020,1,15,3
NorthMacedonia,03-14-2020,0,14,1
Moldova,03-14-2020,0,12,0
Afghanistan,03-14-2020,0,11,0
DominicanRepublic,03-14-2020,0,11,0
Bolivia,03-14-2020,0,10,0
Maldives,03-14-2020,0,10,0
Senegal,03-14-2020,0,10,1
SriLanka,03-14-2020,0,10,1
Martinique,03-14-2020,0,9,0
Jamaica,03-14-2020,0,8,0
Lithuania,03-14-2020,0,8,0
Cambodia,03-14-2020,0,7,1
Kazakhstan,03-14-2020,0,6,0
NewZealand,03-14-2020,0,6,0
Paraguay,03-14-2020,0,6,0
Reunion,03-14-2020,0,6,0
FrenchGuiana,03-14-2020,0,5,0
Turkey,03-14-2020,0,5,0
Cuba,03-14-2020,0,4,0
Liechtenstein,03-14-2020,0,4,0
Uruguay,03-14-2020,0,4,0
Bangladesh,03-14-2020,0,3,0
Ghana,03-14-2020,0,3,0
Ukraine,03-14-2020,1,3,0
Aruba,03-14-2020,0,2,0
BurkinaFaso,03-14-2020,0,2,0
Cameroon,03-14-2020,0,2,0
CongoKinshasa,03-14-2020,0,2,0
Honduras,03-14-2020,0,2,0
Jersey,03-14-2020,0,2,0
Monaco,03-14-2020,0,2,0
Namibia,03-14-2020,0,2,0
Nigeria,03-14-2020,0,2,0
Seychelles,03-14-2020,0,2,0
TrinidadandTobago,03-14-2020,0,2,0
Venezuela,03-14-2020,0,2,0
Andorra,03-14-2020,0,1,1
AntiguaandBarbuda,03-14-2020,0,1,0
Bhutan,03-14-2020,0,1,0
CaymanIslands,03-14-2020,0,1,0
CotedIvoire,03-14-2020,0,1,0
Curacao,03-14-2020,0,1,0
Eswatini,03-14-2020,0,1,0
Ethiopia,03-14-2020,0,1,0
Gabon,03-14-2020,0,1,0
Guadeloupe,03-14-2020,0,1,0
Guatemala,03-14-2020,0,1,0
Guernsey,03-14-2020,0,1,0
Guinea,03-14-2020,0,1,0
Guyana,03-14-2020,1,1,0
HolySee,03-14-2020,0,1,0
Jordan,03-14-2020,0,1,1
Kenya,03-14-2020,0,1,0
Mauritania,03-14-2020,0,1,0
Mongolia,03-14-2020,0,1,0
Nepal,03-14-2020,0,1,1
Rwanda,03-14-2020,0,1,0
SaintLucia,03-14-2020,0,1,0
SaintVincentandtheGrenadines,03-14-2020,0,1,0
Sudan,03-14-2020,1,1,0
Suriname,03-14-2020,0,1,0
Togo,03-14-2020,0,1,0
occupiedPalestinianterritory,03-14-2020,0,0,0
China,03-15-2020,3203,81003,67017
Italy,03-15-2020,1809,24747,2335
Iran,03-15-2020,724,13938,4590
KoreaSouth,03-15-2020,75,8162,510
Spain,03-15-2020,289,7798,517
Germany,03-15-2020,11,5795,46
France,03-15-2020,91,4513,12
Switzerland,03-15-2020,14,2200,4
Norway,03-15-2020,3,1221,1
UnitedKingdom,03-15-2020,21,1144,19
Netherlands,03-15-2020,20,1135,2
Sweden,03-15-2020,3,1022,1
Belgium,03-15-2020,4,886,1
Denmark,03-15-2020,2,875,1
Austria,03-15-2020,1,860,6
Japan,03-15-2020,22,839,118
US,03-15-2020,63,3499,12
CruiseShip,03-15-2020,7,696,325
Malaysia,03-15-2020,0,428,42
Qatar,03-15-2020,0,401,4
Portugal,03-15-2020,0,245,2
Finland,03-15-2020,0,244,10
Czechia,03-15-2020,0,253,0
Greece,03-15-2020,4,331,8
Singapore,03-15-2020,0,226,105
Slovenia,03-15-2020,1,219,0
Bahrain,03-15-2020,0,214,60
Israel,03-15-2020,0,251,4
Brazil,03-15-2020,0,162,0
Iceland,03-15-2020,5,171,8
Philippines,03-15-2020,11,140,2
Estonia,03-15-2020,0,171,1
Australia,03-15-2020,3,297,23
Romania,03-15-2020,0,131,9
Ireland,03-15-2020,2,129,0
Poland,03-15-2020,3,119,0
Indonesia,03-15-2020,5,117,8
Thailand,03-15-2020,1,114,35
India,03-15-2020,2,113,13
Kuwait,03-15-2020,0,112,5
Egypt,03-15-2020,2,110,21
Iraq,03-15-2020,10,116,26
Lebanon,03-15-2020,3,110,1
Canada,03-15-2020,1,250,8
SaudiArabia,03-15-2020,0,103,1
SanMarino,03-15-2020,5,101,4
UnitedArabEmirates,03-15-2020,0,98,23
Russia,03-15-2020,0,63,8
Chile,03-15-2020,0,74,0
Luxembourg,03-15-2020,1,59,0
Taiwan,03-15-2020,1,59,20
Vietnam,03-15-2020,0,56,16
Slovakia,03-15-2020,0,54,0
Pakistan,03-15-2020,0,53,2
SouthAfrica,03-15-2020,0,51,0
Brunei,03-15-2020,0,50,0
Croatia,03-15-2020,0,49,1
Algeria,03-15-2020,4,48,12
Serbia,03-15-2020,0,48,0
Argentina,03-15-2020,2,45,1
Bulgaria,03-15-2020,2,51,0
Panama,03-15-2020,1,43,0
Peru,03-15-2020,0,43,0
Albania,03-15-2020,1,42,0
Mexico,03-15-2020,0,41,4
Colombia,03-15-2020,0,34,0
Hungary,03-15-2020,1,32,1
Georgia,03-15-2020,0,33,0
Latvia,03-15-2020,0,30,1
Ecuador,03-15-2020,2,28,0
Morocco,03-15-2020,1,28,1
Belarus,03-15-2020,0,27,3
CostaRica,03-15-2020,0,27,0
Cyprus,03-15-2020,0,26,0
Armenia,03-15-2020,0,26,0
BosniaandHerzegovina,03-15-2020,0,24,0
Malta,03-15-2020,0,21,1
Oman,03-15-2020,0,22,9
Tunisia,03-15-2020,0,18,0
Afghanistan,03-15-2020,0,16,0
Azerbaijan,03-15-2020,1,23,6
NorthMacedonia,03-15-2020,0,14,1
Maldives,03-15-2020,0,13,0
Lithuania,03-15-2020,0,12,1
Moldova,03-15-2020,0,23,0
DominicanRepublic,03-15-2020,0,11,0
SriLanka,03-15-2020,0,18,1
Bolivia,03-15-2020,0,10,0
Senegal,03-15-2020,0,24,1
Martinique,03-15-2020,0,9,0
Jamaica,03-15-2020,0,10,0
Kazakhstan,03-15-2020,0,9,0
NewZealand,03-15-2020,0,8,0
Venezuela,03-15-2020,0,10,0
Cambodia,03-15-2020,0,7,1
Jordan,03-15-2020,0,8,1
Reunion,03-15-2020,0,7,0
Ghana,03-15-2020,0,6,0
Paraguay,03-15-2020,0,6,0
Turkey,03-15-2020,0,6,0
Bangladesh,03-15-2020,0,5,0
Cuba,03-15-2020,0,4,0
Guyana,03-15-2020,1,4,0
Liechtenstein,03-15-2020,0,4,0
Uruguay,03-15-2020,0,4,0
Honduras,03-15-2020,0,3,0
Ukraine,03-15-2020,1,3,0
Aruba,03-15-2020,0,2,0
BurkinaFaso,03-15-2020,0,3,0
Cameroon,03-15-2020,0,2,0
CongoKinshasa,03-15-2020,0,2,0
Jersey,03-15-2020,0,2,0
Kosovo,03-15-2020,0,2,0
Monaco,03-15-2020,0,2,0
Namibia,03-15-2020,0,2,0
Nigeria,03-15-2020,0,2,0
Seychelles,03-15-2020,0,2,0
TrinidadandTobago,03-15-2020,0,2,0
Andorra,03-15-2020,0,1,1
AntiguaandBarbuda,03-15-2020,0,1,0
Bhutan,03-15-2020,0,1,0
CaymanIslands,03-15-2020,0,1,0
CentralAfricanRepublic,03-15-2020,0,1,0
CongoBrazzaville,03-15-2020,0,1,0
CotedIvoire,03-15-2020,0,1,0
Curacao,03-15-2020,0,1,0
EquatorialGuinea,03-15-2020,0,1,0
Eswatini,03-15-2020,0,1,0
Ethiopia,03-15-2020,0,1,0
Gabon,03-15-2020,0,1,0
Guadeloupe,03-15-2020,0,3,0
Guatemala,03-15-2020,0,1,0
Guernsey,03-15-2020,0,1,0
Guinea,03-15-2020,0,1,0
HolySee,03-15-2020,0,1,0
Kenya,03-15-2020,0,3,0
Mauritania,03-15-2020,0,1,0
Mongolia,03-15-2020,0,1,0
Nepal,03-15-2020,0,1,1
Rwanda,03-15-2020,0,1,0
SaintLucia,03-15-2020,0,2,0
SaintVincentandtheGrenadines,03-15-2020,0,1,0
Sudan,03-15-2020,1,1,0
Suriname,03-15-2020,0,1,0
Togo,03-15-2020,0,1,0
Uzbekistan,03-15-2020,0,1,0
occupiedPalestinianterritory,03-15-2020,0,0,0
China,03-16-2020,3217,81033,67910
Italy,03-16-2020,2158,27980,2749
Iran,03-16-2020,853,14991,4590
Spain,03-16-2020,342,9942,530
KoreaSouth,03-16-2020,75,8236,1137
Germany,03-16-2020,17,7272,67
France,03-16-2020,148,6650,12
Switzerland,03-16-2020,14,2200,4
UnitedKingdom,03-16-2020,56,1551,21
Netherlands,03-16-2020,24,1414,2
Norway,03-16-2020,3,1333,1
Sweden,03-16-2020,6,1103,1
Belgium,03-16-2020,5,1058,1
Austria,03-16-2020,3,1018,6
US,03-16-2020,85,4632,17
Denmark,03-16-2020,3,932,1
Japan,03-16-2020,27,825,144
CruiseShip,03-16-2020,7,696,325
Malaysia,03-16-2020,0,566,42
Qatar,03-16-2020,0,439,4
Greece,03-16-2020,4,331,8
Portugal,03-16-2020,0,331,3
Czechia,03-16-2020,0,298,3
Finland,03-16-2020,0,277,10
Israel,03-16-2020,0,255,4
Slovenia,03-16-2020,1,253,0
Singapore,03-16-2020,0,243,109
Bahrain,03-16-2020,1,214,77
Estonia,03-16-2020,0,205,1
Brazil,03-16-2020,0,200,1
Iceland,03-16-2020,0,180,0
Canada,03-16-2020,4,415,9
Poland,03-16-2020,4,177,13
Australia,03-16-2020,3,377,23
Ireland,03-16-2020,2,169,0
Romania,03-16-2020,0,158,9
Chile,03-16-2020,0,155,0
Egypt,03-16-2020,2,150,27
Thailand,03-16-2020,1,147,35
Philippines,03-16-2020,12,142,2
Pakistan,03-16-2020,0,136,2
Indonesia,03-16-2020,5,134,8
Iraq,03-16-2020,10,124,26
Kuwait,03-16-2020,0,123,9
India,03-16-2020,2,119,13
SaudiArabia,03-16-2020,0,118,2
SanMarino,03-16-2020,7,109,4
Lebanon,03-16-2020,3,99,1
UnitedArabEmirates,03-16-2020,0,98,23
Russia,03-16-2020,0,90,8
Peru,03-16-2020,0,86,0
Luxembourg,03-16-2020,1,77,0
Taiwan,03-16-2020,1,67,20
Slovakia,03-16-2020,0,63,0
SouthAfrica,03-16-2020,0,62,0
Vietnam,03-16-2020,0,61,16
Croatia,03-16-2020,0,57,2
Argentina,03-16-2020,2,56,1
Panama,03-16-2020,1,55,0
Serbia,03-16-2020,0,55,1
Algeria,03-16-2020,4,54,12
Brunei,03-16-2020,0,54,0
Colombia,03-16-2020,0,54,0
Mexico,03-16-2020,0,53,4
Armenia,03-16-2020,0,52,0
Bulgaria,03-16-2020,2,52,0
Albania,03-16-2020,1,51,0
Hungary,03-16-2020,1,39,1
Ecuador,03-16-2020,2,37,0
Belarus,03-16-2020,0,36,3
CostaRica,03-16-2020,0,35,0
Latvia,03-16-2020,0,34,1
Cyprus,03-16-2020,0,33,0
Georgia,03-16-2020,0,33,1
Malta,03-16-2020,0,30,2
Morocco,03-16-2020,1,29,1
SriLanka,03-16-2020,0,28,1
BosniaandHerzegovina,03-16-2020,0,25,0
Senegal,03-16-2020,0,24,2
Moldova,03-16-2020,0,23,0
Oman,03-16-2020,0,22,9
Afghanistan,03-16-2020,0,21,1
Tunisia,03-16-2020,0,20,0
NorthMacedonia,03-16-2020,0,18,1
Turkey,03-16-2020,0,18,0
Jordan,03-16-2020,0,17,1
Lithuania,03-16-2020,0,17,1
Venezuela,03-16-2020,0,17,0
Azerbaijan,03-16-2020,1,15,6
BurkinaFaso,03-16-2020,0,15,0
Martinique,03-16-2020,1,15,0
Maldives,03-16-2020,0,13,0
Bolivia,03-16-2020,0,11,0
DominicanRepublic,03-16-2020,0,11,0
FrenchGuiana,03-16-2020,0,11,0
Jamaica,03-16-2020,0,10,2
Kazakhstan,03-16-2020,0,10,0
Reunion,03-16-2020,0,9,0
Bangladesh,03-16-2020,0,8,2
NewZealand,03-16-2020,0,8,0
Paraguay,03-16-2020,0,8,0
Uruguay,03-16-2020,0,8,0
Cambodia,03-16-2020,0,7,1
Monaco,03-16-2020,0,7,0
Ukraine,03-16-2020,1,7,0
Ghana,03-16-2020,0,6,0
Guadeloupe,03-16-2020,0,6,0
Honduras,03-16-2020,0,6,0
Uzbekistan,03-16-2020,0,6,0
Ethiopia,03-16-2020,0,5,0
Rwanda,03-16-2020,0,5,0
Cameroon,03-16-2020,0,4,0
Cuba,03-16-2020,0,4,0
Guyana,03-16-2020,1,4,0
Liechtenstein,03-16-2020,0,4,0
TrinidadandTobago,03-16-2020,0,4,0
Guam,03-16-2020,0,3,0
Kenya,03-16-2020,0,3,0
PuertoRico,03-16-2020,0,3,0
Seychelles,03-16-2020,0,3,0
Andorra,03-16-2020,0,2,1
Aruba,03-16-2020,0,2,0
CongoKinshasa,03-16-2020,0,2,0
Guatemala,03-16-2020,1,2,0
Jersey,03-16-2020,0,2,0
Kosovo,03-16-2020,0,2,0
Namibia,03-16-2020,0,2,0
Nigeria,03-16-2020,0,2,0
SaintLucia,03-16-2020,0,2,0
AntiguaandBarbuda,03-16-2020,0,1,0
Benin,03-16-2020,0,1,0
Bhutan,03-16-2020,0,1,0
CentralAfricanRepublic,03-16-2020,0,1,0
CongoBrazzaville,03-16-2020,0,1,0
CotedIvoire,03-16-2020,0,1,0
EquatorialGuinea,03-16-2020,0,1,0
Eswatini,03-16-2020,0,1,0
Gabon,03-16-2020,0,1,0
Greenland,03-16-2020,0,1,0
Guernsey,03-16-2020,0,1,0
Guinea,03-16-2020,0,1,0
HolySee,03-16-2020,0,1,0
Liberia,03-16-2020,0,1,0
Mauritania,03-16-2020,0,1,0
Mayotte,03-16-2020,0,1,0
Mongolia,03-16-2020,0,1,0
Nepal,03-16-2020,0,1,1
RepublicoftheCongo,03-16-2020,0,1,0
SaintVincentandtheGrenadines,03-16-2020,0,1,0
Somalia,03-16-2020,0,1,0
Sudan,03-16-2020,1,1,0
Suriname,03-16-2020,0,1,0
Tanzania,03-16-2020,0,1,0
TheBahamas,03-16-2020,0,1,0
Togo,03-16-2020,0,1,0
occupiedPalestinianterritory,03-16-2020,0,0,0
China,03-17-2020,3230,81058,68798
Italy,03-17-2020,2503,31506,2941
Iran,03-17-2020,988,16169,5389
Spain,03-17-2020,533,11748,1028
Germany,03-17-2020,24,9257,67
KoreaSouth,03-17-2020,81,8320,1407
France,03-17-2020,148,7683,12
Switzerland,03-17-2020,27,2700,4
UnitedKingdom,03-17-2020,56,1960,53
US,03-17-2020,108,6421,17
Netherlands,03-17-2020,43,1708,2
Norway,03-17-2020,3,1463,1
Austria,03-17-2020,3,1332,1
Belgium,03-17-2020,10,1243,1
Sweden,03-17-2020,7,1190,1
Denmark,03-17-2020,4,1024,1
Japan,03-17-2020,29,878,144
CruiseShip,03-17-2020,7,696,325
Malaysia,03-17-2020,2,673,49
Portugal,03-17-2020,1,448,3
Qatar,03-17-2020,0,439,4
Czechia,03-17-2020,0,396,3
Greece,03-17-2020,5,387,8
Israel,03-17-2020,0,337,11
Brazil,03-17-2020,1,321,2
Finland,03-17-2020,0,321,10
Slovenia,03-17-2020,1,275,0
Singapore,03-17-2020,0,266,114
Poland,03-17-2020,5,238,13
Pakistan,03-17-2020,0,236,2
Bahrain,03-17-2020,1,228,81
Estonia,03-17-2020,0,225,1
Ireland,03-17-2020,2,223,5
Iceland,03-17-2020,1,220,0
Australia,03-17-2020,5,452,23
Chile,03-17-2020,0,201,0
Egypt,03-17-2020,4,196,32
Philippines,03-17-2020,12,187,5
Canada,03-17-2020,5,478,9
Romania,03-17-2020,0,184,16
Thailand,03-17-2020,1,177,41
Indonesia,03-17-2020,5,172,8
SaudiArabia,03-17-2020,0,171,6
Iraq,03-17-2020,11,154,32
India,03-17-2020,3,142,14
Luxembourg,03-17-2020,1,140,0
Kuwait,03-17-2020,0,130,9
Lebanon,03-17-2020,3,120,3
Peru,03-17-2020,0,117,1
Russia,03-17-2020,0,114,8
SanMarino,03-17-2020,7,109,4
UnitedArabEmirates,03-17-2020,0,98,23
Mexico,03-17-2020,0,82,4
Armenia,03-17-2020,0,78,1
Taiwan,03-17-2020,1,77,22
Slovakia,03-17-2020,0,72,0
Panama,03-17-2020,1,69,0
Argentina,03-17-2020,2,68,3
Bulgaria,03-17-2020,2,67,0
Vietnam,03-17-2020,0,66,16
Colombia,03-17-2020,0,65,1
Croatia,03-17-2020,0,65,4
Serbia,03-17-2020,0,65,1
SouthAfrica,03-17-2020,0,62,0
Algeria,03-17-2020,4,60,12
Ecuador,03-17-2020,2,58,0
Brunei,03-17-2020,0,56,0
Albania,03-17-2020,1,55,0
Hungary,03-17-2020,1,50,2
Latvia,03-17-2020,0,49,1
Turkey,03-17-2020,1,47,0
Cyprus,03-17-2020,0,46,0
SriLanka,03-17-2020,0,44,1
CostaRica,03-17-2020,0,41,0
Andorra,03-17-2020,0,39,1
Malta,03-17-2020,0,38,2
Morocco,03-17-2020,2,38,1
Belarus,03-17-2020,0,36,3
Georgia,03-17-2020,0,34,1
Jordan,03-17-2020,0,34,1
Cambodia,03-17-2020,0,33,1
Kazakhstan,03-17-2020,0,33,0
Venezuela,03-17-2020,0,33,0
Moldova,03-17-2020,0,30,1
Uruguay,03-17-2020,0,29,0
Azerbaijan,03-17-2020,1,28,6
BosniaandHerzegovina,03-17-2020,0,26,2
NorthMacedonia,03-17-2020,0,26,1
Senegal,03-17-2020,0,26,2
Lithuania,03-17-2020,0,25,1
Oman,03-17-2020,0,24,9
Tunisia,03-17-2020,0,24,0
Afghanistan,03-17-2020,0,22,1
DominicanRepublic,03-17-2020,1,21,0
Guadeloupe,03-17-2020,0,18,0
Martinique,03-17-2020,1,16,0
BurkinaFaso,03-17-2020,0,15,0
Ukraine,03-17-2020,2,14,0
Maldives,03-17-2020,0,13,0
Jamaica,03-17-2020,0,12,2
NewZealand,03-17-2020,0,12,0
Bolivia,03-17-2020,0,11,0
FrenchGuiana,03-17-2020,0,11,0
Bangladesh,03-17-2020,0,10,3
Cameroon,03-17-2020,0,10,0
Uzbekistan,03-17-2020,0,10,0
Paraguay,03-17-2020,0,9,0
Reunion,03-17-2020,0,9,0
Honduras,03-17-2020,0,8,0
Ghana,03-17-2020,0,7,0
Guyana,03-17-2020,1,7,0
Liechtenstein,03-17-2020,0,7,0
Monaco,03-17-2020,0,7,0
Rwanda,03-17-2020,0,7,0
Guatemala,03-17-2020,1,6,0
CotedIvoire,03-17-2020,0,5,1
Cuba,03-17-2020,0,5,0
Ethiopia,03-17-2020,0,5,0
Mongolia,03-17-2020,0,5,0
TrinidadandTobago,03-17-2020,0,5,0
Seychelles,03-17-2020,0,4,0
Aruba,03-17-2020,0,3,0
CongoKinshasa,03-17-2020,0,3,0
Guam,03-17-2020,0,3,0
Kenya,03-17-2020,0,3,0
Nigeria,03-17-2020,0,3,0
Barbados,03-17-2020,0,2,0
Kosovo,03-17-2020,0,2,0
Montenegro,03-17-2020,0,2,0
Namibia,03-17-2020,0,2,0
SaintLucia,03-17-2020,0,2,0
AntiguaandBarbuda,03-17-2020,0,1,0
Benin,03-17-2020,0,1,0
Bhutan,03-17-2020,0,1,0
CentralAfricanRepublic,03-17-2020,0,1,0
CongoBrazzaville,03-17-2020,0,1,0
EquatorialGuinea,03-17-2020,0,1,0
Eswatini,03-17-2020,0,1,0
Gabon,03-17-2020,0,1,0
Greenland,03-17-2020,0,1,0
Guinea,03-17-2020,0,1,0
HolySee,03-17-2020,0,1,0
Liberia,03-17-2020,0,1,0
Mauritania,03-17-2020,0,1,0
Mayotte,03-17-2020,0,1,0
Nepal,03-17-2020,0,1,1
SaintVincentandtheGrenadines,03-17-2020,0,1,0
Somalia,03-17-2020,0,1,0
Sudan,03-17-2020,1,1,0
Suriname,03-17-2020,0,1,0
Tanzania,03-17-2020,0,1,0
TheBahamas,03-17-2020,0,1,0
TheGambia,03-17-2020,0,1,0
Togo,03-17-2020,0,1,0
Guernsey,03-17-2020,0,0,0
Jersey,03-17-2020,0,0,0
PuertoRico,03-17-2020,0,0,0
RepublicoftheCongo,03-17-2020,0,0,0
occupiedPalestinianterritory,03-17-2020,0,0,0
China,03-18-2020,3241,81102,69755
Italy,03-18-2020,2978,35713,4025
Iran,03-18-2020,1135,17361,5389
Spain,03-18-2020,623,13910,1081
Germany,03-18-2020,28,12327,105
France,03-18-2020,148,9052,12
KoreaSouth,03-18-2020,84,8413,1540
Switzerland,03-18-2020,28,3028,15
UnitedKingdom,03-18-2020,72,2642,67
US,03-18-2020,118,7786,106
Netherlands,03-18-2020,58,2056,2
Austria,03-18-2020,4,1646,9
Norway,03-18-2020,6,1550,1
Belgium,03-18-2020,14,1486,31
Sweden,03-18-2020,10,1279,1
Denmark,03-18-2020,4,1115,1
Japan,03-18-2020,29,889,144
Malaysia,03-18-2020,2,790,60
CruiseShip,03-18-2020,7,712,325
Czechia,03-18-2020,0,464,3
Qatar,03-18-2020,0,452,4
Portugal,03-18-2020,2,448,3
Israel,03-18-2020,0,433,11
Greece,03-18-2020,5,418,8
Brazil,03-18-2020,3,372,2
Finland,03-18-2020,0,336,10
Singapore,03-18-2020,0,313,114
Pakistan,03-18-2020,0,299,2
Ireland,03-18-2020,2,292,5
Slovenia,03-18-2020,1,275,0
Australia,03-18-2020,6,568,23
Romania,03-18-2020,0,260,19
Estonia,03-18-2020,0,258,1
Bahrain,03-18-2020,1,256,88
Poland,03-18-2020,5,251,13
Iceland,03-18-2020,1,250,5
Chile,03-18-2020,0,238,0
Indonesia,03-18-2020,19,227,11
Canada,03-18-2020,8,657,9
Thailand,03-18-2020,1,212,42
Luxembourg,03-18-2020,2,203,0
Philippines,03-18-2020,19,202,5
Egypt,03-18-2020,6,196,32
SaudiArabia,03-18-2020,0,171,6
Iraq,03-18-2020,12,164,43
India,03-18-2020,3,156,14
Russia,03-18-2020,0,147,8
Peru,03-18-2020,0,145,1
Kuwait,03-18-2020,0,142,15
Lebanon,03-18-2020,3,133,3
SanMarino,03-18-2020,11,119,4
SouthAfrica,03-18-2020,0,116,0
UnitedArabEmirates,03-18-2020,0,113,26
Ecuador,03-18-2020,2,111,0
Slovakia,03-18-2020,1,105,0
Taiwan,03-18-2020,1,100,22
Turkey,03-18-2020,1,98,0
Colombia,03-18-2020,0,93,1
Mexico,03-18-2020,0,93,4
Bulgaria,03-18-2020,2,92,0
Panama,03-18-2020,1,86,0
Armenia,03-18-2020,0,84,1
Serbia,03-18-2020,0,83,1
Croatia,03-18-2020,0,81,4
Argentina,03-18-2020,2,79,3
Vietnam,03-18-2020,0,75,16
Algeria,03-18-2020,7,74,12
Latvia,03-18-2020,0,71,1
Brunei,03-18-2020,0,68,0
Albania,03-18-2020,2,59,0
Hungary,03-18-2020,1,58,2
Jordan,03-18-2020,0,52,1
Belarus,03-18-2020,0,51,5
SriLanka,03-18-2020,0,51,1
CostaRica,03-18-2020,0,50,0
Uruguay,03-18-2020,0,50,0
Cyprus,03-18-2020,0,49,0
Morocco,03-18-2020,2,49,1
Andorra,03-18-2020,0,39,1
Oman,03-18-2020,0,39,12
BosniaandHerzegovina,03-18-2020,0,38,2
Georgia,03-18-2020,0,38,1
Malta,03-18-2020,0,38,2
Venezuela,03-18-2020,0,36,0
Cambodia,03-18-2020,0,35,1
Kazakhstan,03-18-2020,0,35,0
NorthMacedonia,03-18-2020,0,35,1
Senegal,03-18-2020,0,31,2
Moldova,03-18-2020,1,30,1
Tunisia,03-18-2020,0,29,0
Azerbaijan,03-18-2020,1,28,6
Liechtenstein,03-18-2020,0,28,0
Guadeloupe,03-18-2020,0,27,0
Lithuania,03-18-2020,0,27,1
Afghanistan,03-18-2020,0,22,1
DominicanRepublic,03-18-2020,1,21,0
BurkinaFaso,03-18-2020,1,20,0
NewZealand,03-18-2020,0,20,0
Martinique,03-18-2020,1,19,0
Uzbekistan,03-18-2020,0,15,0
Bangladesh,03-18-2020,1,14,3
Ukraine,03-18-2020,2,14,0
Jamaica,03-18-2020,0,13,2
Maldives,03-18-2020,0,13,0
Bolivia,03-18-2020,0,12,0
Reunion,03-18-2020,0,12,0
FrenchGuiana,03-18-2020,0,11,0
Paraguay,03-18-2020,0,11,0
Cameroon,03-18-2020,0,10,0
Honduras,03-18-2020,0,9,0
Nigeria,03-18-2020,0,8,1
Rwanda,03-18-2020,0,8,0
Cuba,03-18-2020,1,7,0
Ghana,03-18-2020,0,7,0
Guyana,03-18-2020,1,7,0
Monaco,03-18-2020,0,7,0
TrinidadandTobago,03-18-2020,0,7,0
CotedIvoire,03-18-2020,0,6,1
Ethiopia,03-18-2020,0,6,0
Guatemala,03-18-2020,1,6,0
Mongolia,03-18-2020,0,6,0
Aruba,03-18-2020,0,4,0
CongoKinshasa,03-18-2020,0,4,0
EquatorialGuinea,03-18-2020,0,4,0
Seychelles,03-18-2020,0,4,0
Kenya,03-18-2020,0,3,0
Kyrgyzstan,03-18-2020,0,3,0
Mauritius,03-18-2020,0,3,0
Mayotte,03-18-2020,0,3,0
Tanzania,03-18-2020,0,3,0
Barbados,03-18-2020,0,2,0
Benin,03-18-2020,0,2,0
Kosovo,03-18-2020,0,2,0
Liberia,03-18-2020,0,2,0
Namibia,03-18-2020,0,2,0
SaintLucia,03-18-2020,0,2,0
Sudan,03-18-2020,1,2,0
Zambia,03-18-2020,0,2,0
AntiguaandBarbuda,03-18-2020,0,1,0
Bhutan,03-18-2020,0,1,0
CentralAfricanRepublic,03-18-2020,0,1,0
CongoBrazzaville,03-18-2020,0,1,0
Djibouti,03-18-2020,0,1,0
Eswatini,03-18-2020,0,1,0
Gabon,03-18-2020,0,1,0
GambiaThe,03-18-2020,0,1,0
Greenland,03-18-2020,0,1,0
Guinea,03-18-2020,0,1,0
HolySee,03-18-2020,0,1,0
Mauritania,03-18-2020,0,1,0
Montenegro,03-18-2020,0,1,0
Nepal,03-18-2020,0,1,1
SaintVincentandtheGrenadines,03-18-2020,0,1,0
Somalia,03-18-2020,0,1,0
Suriname,03-18-2020,0,1,0
TheBahamas,03-18-2020,0,1,0
Togo,03-18-2020,0,1,0
Guam,03-18-2020,0,0,0
Guernsey,03-18-2020,0,0,0
Jersey,03-18-2020,0,0,0
PuertoRico,03-18-2020,0,0,0
RepublicoftheCongo,03-18-2020,0,0,0
TheGambia,03-18-2020,0,0,0
China,03-19-2020,3249,81156,70535
Italy,03-19-2020,3405,41035,4440
Iran,03-19-2020,1284,18407,5710
Spain,03-19-2020,830,17963,1107
Germany,03-19-2020,44,15320,113
France,03-19-2020,243,10886,12
KoreaSouth,03-19-2020,91,8565,1540
US,03-19-2020,200,13680,108
Switzerland,03-19-2020,41,4075,15
UnitedKingdom,03-19-2020,138,2716,67
Netherlands,03-19-2020,77,2465,2
Austria,03-19-2020,6,2013,9
Belgium,03-19-2020,21,1795,31
Norway,03-19-2020,7,1746,1
Sweden,03-19-2020,11,1439,16
Denmark,03-19-2020,6,1225,1
Japan,03-19-2020,29,924,150
Malaysia,03-19-2020,2,900,75
Portugal,03-19-2020,3,785,3
CruiseShip,03-19-2020,7,712,325
Czechia,03-19-2020,0,694,3
Israel,03-19-2020,0,677,11
Brazil,03-19-2020,6,621,2
Ireland,03-19-2020,3,557,5
Qatar,03-19-2020,0,460,4
Pakistan,03-19-2020,2,454,13
Greece,03-19-2020,6,418,8
Finland,03-19-2020,0,400,10
Poland,03-19-2020,5,355,1
Singapore,03-19-2020,0,345,114
Luxembourg,03-19-2020,4,335,0
Iceland,03-19-2020,1,330,5
Indonesia,03-19-2020,25,311,11
Australia,03-19-2020,6,681,26
